# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.4.1 - Jun. 26, 2017
# Instrument: Ex_3_1_ballistic_intermed.instr
# Ncount: 1000000
# Trace: no
# Gravitation: no
# Seed: 1539943567
# Directory: /Users/pkwi/Dropbox/Work/McStas-schools/ORNL_2018/Thursday_October_18th/1030-1200_Optics/5_Guides/Ex_3_1_ballistic_intermed_20181018_105800
# Param: sa_pos=0.5
# Date: Thu Oct 18 10:58:00 2018 (1539874680)
# type: array_2d(50, 50)
# Source: Guide_B (Ex_3_1_ballistic_intermed.instr)
# component: PSD_sa2
# position: 0 0 37.0002
# title: PSD monitor
# Ncount: 1000000
# filename: PSD_sa2.dat
# statistics: X0=0.00278065; dX=0.303615; Y0=0.0267505; dY=0.271097;
# signal: Min=0; Max=1.99586e+07; Mean=166187;
# values: 4.15466e+08 5.52756e+07 606
# xvar: X 
# yvar: Y 
# xlabel: X position [cm]
# ylabel: Y position [cm]
# zvar: I
# zlabel: Signal per bin
# xylimits: -0.5 0.5 -0.5 0.5
# variables: I I_err N
# Data [PSD_sa2/PSD_sa2.dat] I:
0 0 0 0 11817.09589 0 0 0 80285.59062 0 0 0 0 7984.303558 0 0 0 0 0 0 0 0 0 0 10403.561 18001.97945 0 0 0 0 0 0.620693842 0 0 0 0 0 0 0 0 26277.22619 0 0 0 0 0 28723.3821 0 0 0 
0 0 0 1154636.799 0 0 0 0 0 0 0 0 585525.9197 0 0 0 0 18098.67515 0 0 0 0 0 0 0 0 0 94478.8836 0 0 0 0 0 0 0 0 0 64172.22795 0 0 0 0 0 0 0 398135.6815 0 0 0 0 
256467.1875 0 0 0 0 0 0 0 0 0 7714.161878 0 60333.54613 0 0 0 0 0 7182.94026 9366.019438 0 0 6782.433061 0 0 0 0 0 0 0 0 390012.3961 113487.3217 0 0 176432.7269 0 0 0 0 0 0 0 401185.4063 0 0 34924.99267 0 67493.04095 0 
0 0 16532.82828 2318312.411 0 0 0 72816.30137 0 0 0 0 461185.8322 0 0 0 0 0 871471.2212 18884.93354 0 0 50251.2153 41475.20187 0 0 0 0 0 0 0 0 0 0 0 22490.24711 0 0 0 0 10553.24541 0 0 0 0 568152.1044 0 0 0 0 
0 0 47253.86881 0 0 0 0 0 0 7425.400241 1.703161788e-23 2041702.242 0 0 0 671107.8221 0 0 0 3467239.989 0 0 0 0 0 0 97109.74542 2025101.046 0 0 0 0 0 0 0 0 0 0 0 0 1448997.285 0 229983.4528 0 0 0 0 0 1602611.914 0 
0 0 0 1322146.41 922833.1194 0 0 0 0 0 0 0 61095.12434 12304.36454 0 1801862.181 0 0 0 0 0 0 0 0 0 0 0 71815.33386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10663.5712 0 
0 0 0 0 7988.05763 0 0 0 0 0 0 48120.30077 0 1264326.823 0 0 16168.8464 0 0 0 621991.023 0 22454.11199 0 0 0 1002526.856 0 0 0 0 0 0 0 3201563.482 0 0 0 19982.53537 0 0 0 0 1051905.061 0 0 0 0 1318574.65 0 
0 0 225793.4373 0 0 54048.77573 0 0 0 0 0 0 0 0 7484.774658 0 0 803121.6371 0 0 0 0 0 0 0 0 0 0 0 3197740.678 0 8439.156115 0 0 170468.3107 456839.9948 0 0 0 0 0 19337.91756 0 180734.0815 0 0 0 0 0 1258493.799 
7143.161211 0 0 102042.1586 166193.542 0 6636.072291 0 8477.707328 0 0 0 0 0 0 45464.27625 0 0 0 11377.92609 0 7774394.55 0 0 0 18581.51676 0 0 0 0 0 0 21895.60995 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 831673.672 0 0 0 0 0 0 0 0 8933.240988 0 97301.41621 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2469405.504 0 0 8871.733036 0 0 33115.36646 0 0 0 32642.32801 0 1122037.776 0 934918.7184 0 7656.771783 0 0 5706209.109 0 0 
0 0 0 0 0 0 399028.9157 0 248625.5408 0 15577.54234 0 0 0 0 1000651.396 0 0 30909.98705 0 0 267171.7913 9447.135901 0 2152215.567 7239.645092 0 0 10157.78907 0 0 82615.14156 0 82475.88968 0 0 0 6772.747199 0 41733.07652 5421006.542 0 0 7986.645993 362416.7262 0 0 131165.2431 0 0 
0 0 21598.21441 0 0 0 0 0 0 0 0 0 67568.72775 46428.33372 0 1037250.632 397551.8283 0 20328.18388 0 0 0 0 0 0 1485196.575 0 0 37721.83995 0 0 473174.1101 0 0 0 0 0 0 0 0 37288.81728 0 0 687053.7133 0 0 55715.96089 0 0 0 
0 0 0 0 0 58244.77264 135339.316 0 0 40166.68547 0 0 0 12898.47712 63461.83418 0 0 0 0 0 77658.257 0 0 0 0 0 0 0 0 26486.14546 0 0 0.0003090673332 0 0 0 0 0 0 0 77968.06724 0 1068303.009 13647.23105 0 42220.2803 0 0 0 0 
0 20019.51388 0 0 0 0 0 0 0 0 0 0 30000.15052 0 0 0 0 13727.65886 40878.9411 0 0 0 0 0 10875.8895 0 14085.08577 0 0 0 0 0 12646.43619 0 0 0 14848.29432 0 0 0 0 97761.64763 0 0 0 77017.41029 0 694158.8001 0 0 
0 0 0 271919.7825 0 67691.45908 29855.47351 29743.33603 0 0 0 0 0 10702482.69 7522.167985 7.516980593e-13 0 0 0 0 0 0 0 0 0 19103.29283 0 0 0 425228.1112 0 0 0 0 0 0 737769.1528 0 0 279415.8713 0 0 0 0 0 0 0 0 7710.686249 0 
0 0 814539.9309 0 0 3.610276325e-22 0 0 0 0 2.060035272e-06 0 0 0 16416.79101 110529.6232 0 0 0 2823996.761 0 0 0 2.087426808e-33 130407.9931 0 322590.5975 0 0 0 0 929854.8534 0 0 0 269135.7165 0 0 0 0 0 0 6624.765766 0 0 0 489579.2967 0 0 0 
19824.47179 0 7.904591577e-21 0 9886.84521 1640062.683 0 2253335.54 0 0 0 0 160883.6649 0 0 154759.3446 0 0 0 0 7016.106206 0 0 0 10425.71297 0 0 63610.51724 0 0 0 143909.378 0 0 0 22707.26932 0 0 0 0 0 0 0 1605826.391 26249.5311 24635.31456 1140845.808 434021.4794 0 0 
0 22456.96742 0 123066.5969 0 0 6678.265928 0 0 0 380801.8495 0 0 0 0 0 0 0 0 111401.8979 0 12489.03261 0 0 1273012.863 0 27169.84463 22335.59334 0 0 63417.28029 0 0 8872.31275 0 0 189511.2122 0 0 111523.9386 0 0 0 0 36908.73932 0 0 0 24540.01137 0 
0 0 0 0 0 540180.9442 0 10486.59431 0 0 0 0 0 0 0 0 0 0 0 1182695.07 0 0 0 0 91461.90941 13663.93612 0 6944608.843 0 0 0 30593.46815 57868.84374 0 0 0 0 0 0 0 0 0 12012851.29 1514080.424 1995617.679 0 0 0 0 28979.56808 
0 0 0 834990.8923 118299.8918 0 13581.47937 0 0 0 0 0 78194.072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 973021.6483 0 0 0 0 0 0 0 11243.79245 0 0 0 0 0 0 
0 0 61911.11014 0 0 0 0 19958585.43 0 11210.30547 0 176712.8195 0 0 151502.6272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20327.12944 6972.389247 0 0 0 0 0 0 0 0 0 0 0 651267.0372 0 0 0 
3820.726701 0 0 13988245.27 0 0 0 0 0 0 0 0 65059.62469 15268.80681 0 0 0 1550620.526 0 0 30089.00882 0 0 0 0 0 96201.95205 0 0 0 0 1184945.615 0 0 0 0 0 18930677.86 0 1.216640358e-27 0 0 0 33535.99078 0 0 0 17804.88799 0 0 
0 0 3345206.453 5569742.386 0 0 0 0 13575.22646 0 0 0 29568.80525 0 0 0 0 11922.89428 0 7.822212261e-36 0 0 0 0 16984790.46 0 0 0 0 0 0 0 0 0 0 14900.71833 0 72462.24877 0 0 0 7720542.147 2.007791429e-09 0 0 0 0 0 0 0 
