# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 2.4.1 - Jun. 26, 2017
# Instrument: Ex_3_1_ballistic_intermed.instr
# Ncount: 1000000
# Trace: no
# Gravitation: no
# Seed: 1539943567
# Directory: /Users/pkwi/Dropbox/Work/McStas-schools/ORNL_2018/Thursday_October_18th/1030-1200_Optics/5_Guides/Ex_3_1_ballistic_intermed_20181018_105800
# Param: sa_pos=0.5
# Date: Thu Oct 18 10:58:00 2018 (1539874680)
# type: array_2d(50, 50)
# Source: Guide_B (Ex_3_1_ballistic_intermed.instr)
# component: PSD_full
# position: 0 0 37.0004
# title: PSD monitor
# Ncount: 1000000
# filename: PSD_full.dat
# statistics: X0=0.00932597; dX=2.59799; Y0=-0.072484; dY=4.7054;
# signal: Min=0; Max=1.29095e+08; Mean=1.60585e+07;
# values: 4.01462e+10 4.94566e+08 94075
# xvar: X 
# yvar: Y 
# xlabel: X position [cm]
# ylabel: Y position [cm]
# zvar: I
# zlabel: Signal per bin
# xylimits: -10 10 -10 10
# variables: I I_err N
# Data [PSD_full/PSD_full.dat] I:
14574.87474 259006.031 29548.30206 10798.50731 248008.7408 300613.8672 152713.7329 978720.2685 204444.1864 1113400.179 2179572.999 1870154.26 3768301.146 2019149.903 2340942.726 6251985.296 2906324.533 8273490.957 7437002.172 5085466.815 14786557.58 8039010.408 21500391.08 7360156.657 10471912.3 6566244.434 15685442.11 14880486.34 14935393.52 5439874.239 9733601.402 9731607.27 10489241.82 8835419.284 6128502.449 2817851.567 5513461.863 2472122.73 2196120.378 382523.5728 346538.1853 2132546.82 635954.0313 798931.5594 124104.595 622161.2912 97508.41504 34660.89976 229246.8665 0 
172908.7771 160631.2082 135523.5081 137871.8617 1001671.876 558926.9861 870931.0715 991511.6212 2746482.232 1528602.621 1282385.808 4138208.413 2074490.978 5111630.988 7205678.85 2041607.328 7201640.931 9592466.419 18262870.65 23026362.27 14861590.81 25369335.26 16432338.27 6266009.052 18411933.96 15799327.88 6319117.728 20363301.55 10614107.61 9139610.863 7729614.756 10869851.53 8848171.597 7612624.828 6512619.414 5636689.73 2180837.338 652604.8612 4136710.355 1122976.969 1224173.013 271923.8101 1777907.938 538084.9609 782060.6903 205835.4083 72185.89254 303629.0329 6651.148953 0 
0 6197.806855 0 369711.1725 80044.04098 310509.5756 131075.9768 1292195.426 1049930.916 2963589.853 1348588.252 1676978.675 1831937.59 5312596.63 8968734.736 8375368.018 14172787.88 13882069.18 17054839.13 11853390.77 7316890.453 6008838.619 20444682.93 5061265.172 16753459.16 21486035.44 19317858.66 10621774.56 18283038.21 7632744.554 7518470.818 11004432.74 7249418.487 9239702.713 6082934.186 5744607.611 3359592.496 4870465.853 2062384.789 1317516.83 2704762.053 2807038.504 1277161.808 634270.511 44049.50669 34845.93259 505164.6277 36238.16662 0 0 
0 0 35773.01623 298138.442 48682.18225 546965.528 1712632.887 308799.1132 958503.037 1000514.672 1472884.374 3099852.224 6698598.26 4164856.394 10548737.87 6512329.888 6265942.002 11701768.9 12205595.64 20004806.83 7386908.539 33403032.52 12913283.77 7200760.322 7296777.448 9822253.514 12004291.28 10135932.37 25850075.03 30166875.96 8954981.266 6527011.844 28957789.68 10120792.16 6107538.573 9881339.617 4285546.114 3166021.743 2040556.424 1974957.92 1174296.227 820422.1184 1842025.984 215172.9938 622306.7785 150029.9048 35232.47811 126421.6291 44505.40989 61156.68106 
0 0 196936.6847 11680.5926 604482.6999 669662.3887 1280515.135 126095.7766 2042226.246 780269.9672 2785469.55 3597935.56 1799233.005 5492674.048 7193178.192 3649275.74 22045228.13 12825278.51 11583594.61 4752090.974 28133497.3 10615187.86 19749895.74 21091526.84 15653098.21 13240652.26 15266634.05 12467717.85 19754516.1 26550192.27 10562331.91 17072920.67 13246073.41 1225656.433 7609153.618 6821817.971 1766516.39 2891773.57 3368096.411 3091915.862 1700279.493 1018646.049 1768470.029 589616.9715 581218.0262 33916.80573 89726.94464 212470.2579 9098.237181 0 
82410.91654 0 176647.547 61168.27797 573427.27 577818.2619 807250.4435 1192352.803 2460221.173 1560487.541 1535034.688 3565940.392 3526976.286 3979198.687 11632372.53 6054631.133 7283219.281 34390559.91 4917697.421 58089242.08 23982561.18 18949010.12 51863573.89 26082924.88 33589211.31 13873424.01 31792378.75 18634639.89 17239838.67 21092330.69 14670123.17 4528595.66 5852149.338 5856790.669 4512896.09 15051950.4 13548282.81 7438512.096 2862126.587 1789518.195 419650.1485 1116879.967 1433847.454 672264.9694 46418.33332 41752.37777 100150.8731 132802.0736 14434.56621 61037.92521 
21581.84148 0 0 644644.5423 823834.5219 714627.8392 1040674.515 1011225.49 1207387.322 1979627.511 1547373.302 7879271.523 5081929.814 5795895.653 7315257.528 7869534.518 32515953.02 17111607.39 36050849.47 11324636.96 32985953.77 45377852.23 25492029.37 34012049.57 26749519.05 29568595.39 18291933.82 36197649.05 46411876.75 27458859.34 32394464.93 31503629.77 42696539.74 13218184.5 7919623.714 5931734.291 9625102.873 4073228.428 1890699.633 690203.9289 4681282.194 1568319.867 3283047.867 1506956.245 497886.6359 562199.6565 394754.1269 181068.5599 90208.37394 28950.13251 
0 29803.4347 96604.90211 131672.1186 39625.83262 412347.9314 715080.5596 2164779.464 457595.5192 1937861.948 3962755.774 3861889.21 7746562.557 5094341.963 8583804.177 9035434.526 29789537.73 48428081.51 15766469.28 19261955.67 16138295.93 38403630.68 57197347.41 30514045.33 30212357.99 46072403.62 36184700.13 57305733.37 22636544.75 37461846.29 35072899.8 20267929.76 29735664.65 12405375.39 24235892.58 22177588.93 6515784.342 4378572.271 1702305.082 5012010.858 2687617.62 2233211.575 1051832.425 691987.5096 1265628.545 313563.2646 5.953478902e-38 60308.63155 30983.32003 0 
131343.8788 20120.21562 286072.1801 262595.723 540870.6527 471994.1984 961645.9753 1901301.619 2180824.347 2905160.002 5680085.643 7891891.061 6149692.548 10513101.75 16184745.3 29410337.67 33144295.92 14490827.93 31343234.94 36373730.08 17666962.53 35100807.62 66173186.51 17189788.52 48123299.99 46783684.17 36831213.38 60401306.86 14828884.6 15173113.95 16512778.21 5056705.575 35427792.36 22572511.81 12643497.45 13778251.23 7561111.637 4089454.399 2641447.84 4814867.997 2272390.749 3926217.177 810045.3474 421351.4536 334743.6686 498891.7621 60862.33344 0 239925.8006 0 
57387.49591 62388.89389 235490.1998 757426.9763 703122.4153 589310.283 547102.8759 1550156.164 3935731.193 4354198.786 4352183.219 4365626.833 10096866.87 6628798.233 2574802.02 14342697.08 9956795.017 16293329.38 41604715.73 37673887.37 42675625.34 20753619.79 37080839.27 43972983 28326538.41 53999498.45 43507602.68 42608087.96 40926007.71 48953402 55192151.17 40471511.09 33393265.06 18922498.76 9824001.061 8287227.931 13314202.69 10549258.72 5631119.763 5139413.372 1530068.59 1061339.759 1676592.098 1279364.476 1003982.332 931360.093 204215.5478 114476.1519 191685.1131 153058.1392 
