History file written by the McStas component Union_master 
When running with MPI, the results may be from just a single thread, meaning intensities are divided by number of threads
----- Description of the used volumes -----------------------------------------------------------------------------------
V0: Surrounding vacuum 
V1: Sample  Material: Ni   P0: Ni_Incoherent P1: Ni_Phonon P2: Ni_Single_crystal
----- Histories sorted after intensity ----------------------------------------------------------------------------------
1	 N I=4.800892E-14 	 V0 -> V1 -> P1 -> P1 -> P0 -> P2 -> P0 -> V0 
1	 N I=4.639257E-14 	 V0 -> V1 -> P2 -> P0 -> P0 -> P2 -> P2 -> P0 -> V0 
1	 N I=3.326106E-14 	 V0 -> V1 -> P0 -> P2 -> P2 -> P2 -> P1 -> P0 -> V0 
2	 N I=2.914443E-14 	 V0 -> V1 -> P1 -> P0 -> P2 -> P1 -> P0 -> V0 
1	 N I=2.711574E-14 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P1 -> P2 -> P0 -> V0 
1	 N I=2.592530E-14 	 V0 -> V1 -> P2 -> P0 -> P2 -> P0 -> P0 -> P2 -> P2 -> V0 
1	 N I=2.355404E-14 	 V0 -> V1 -> P0 -> P0 -> P1 -> P2 -> P1 -> V0 
1	 N I=2.028207E-14 	 V0 -> V1 -> P0 -> P1 -> P2 -> P2 -> P2 -> P0 -> V0 
4	 N I=1.322668E-14 	 V0 -> V1 -> P1 -> P1 -> P1 -> P2 -> V0 
1	 N I=1.151476E-14 	 V0 -> V1 -> P2 -> P1 -> P2 -> P2 -> P2 -> P0 -> P0 -> P2 -> P2 -> V0 
1	 N I=1.100226E-14 	 V0 -> V1 -> P2 -> P2 -> P1 -> P1 -> P2 -> P0 -> V0 
1	 N I=1.023805E-14 	 V0 -> V1 -> P2 -> P0 -> P2 -> P2 -> P2 -> P2 -> P2 -> V0 
1	 N I=1.007117E-14 	 V0 -> V1 -> P2 -> P2 -> P1 -> P2 -> P1 -> P0 -> V0 
2	 N I=9.468344E-15 	 V0 -> V1 -> P0 -> P1 -> P2 -> P2 -> P2 -> P1 -> V0 
1	 N I=8.037261E-15 	 V0 -> V1 -> P2 -> P1 -> P1 -> P2 -> P1 -> V0 
2	 N I=6.187162E-15 	 V0 -> V1 -> P2 -> P2 -> P2 -> P1 -> P1 -> P2 -> V0 
1	 N I=6.040949E-15 	 V0 -> V1 -> P1 -> P1 -> P2 -> P2 -> P2 -> V0 
1	 N I=5.726472E-15 	 V0 -> V1 -> P1 -> P2 -> P0 -> P0 -> P2 -> P1 -> V0 
1	 N I=4.749667E-15 	 V0 -> V1 -> P0 -> P1 -> P1 -> P2 -> P0 -> V0 
2	 N I=4.148742E-15 	 V0 -> V1 -> P2 -> P1 -> P2 -> P2 -> P1 -> P2 -> V0 
1	 N I=3.696426E-15 	 V0 -> V1 -> P1 -> P0 -> P1 -> P1 -> V0 
1	 N I=3.571175E-15 	 V0 -> V1 -> P2 -> P2 -> P2 -> P0 -> P2 -> P2 -> P2 -> P2 -> P2 -> V0 
1	 N I=3.458272E-15 	 V0 -> V1 -> P0 -> P1 -> P2 -> P0 -> P2 -> P2 -> V0 
1	 N I=2.927073E-15 	 V0 -> V1 -> P2 -> P0 -> P1 -> P2 -> P1 -> V0 
1	 N I=1.898884E-15 	 V0 -> V1 -> P1 -> P2 -> P2 -> P2 -> P2 -> P1 -> P2 -> V0 
1	 N I=1.448581E-15 	 V0 -> V1 -> P1 -> P1 -> P2 -> P1 -> P0 -> V0 
1	 N I=1.320742E-15 	 V0 -> V1 -> P2 -> P0 -> P0 -> P1 -> P1 -> V0 
1	 N I=1.280592E-15 	 V0 -> V1 -> P1 -> P1 -> P2 -> P0 -> P2 -> P0 -> V0 
1	 N I=1.172335E-15 	 V0 -> V1 -> P2 -> P1 -> P2 -> P2 -> P2 -> P2 -> V0 
1	 N I=1.005200E-15 	 V0 -> V1 -> P2 -> P0 -> P1 -> P2 -> P1 -> P0 -> V0 
1	 N I=8.905919E-16 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P1 -> P1 -> V0 
2	 N I=8.493456E-16 	 V0 -> V1 -> P0 -> P1 -> P2 -> P0 -> P1 -> V0 
1	 N I=7.954216E-16 	 V0 -> V1 -> P2 -> P1 -> P2 -> P0 -> P1 -> V0 
1	 N I=6.761718E-16 	 V0 -> V1 -> P0 -> P1 -> P2 -> P2 -> P1 -> V0 
1	 N I=5.631306E-16 	 V0 -> V1 -> P2 -> P2 -> P2 -> P1 -> P2 -> P1 -> P2 -> V0 
1	 N I=5.119645E-16 	 V0 -> V1 -> P1 -> P1 -> P1 -> P2 -> P0 -> V0 
1	 N I=3.317532E-16 	 V0 -> V1 -> P2 -> P1 -> P2 -> P2 -> P2 -> P0 -> V0 
2	 N I=2.404434E-16 	 V0 -> V1 -> P1 -> P1 -> P2 -> P2 -> P1 -> V0 
1	 N I=1.064215E-16 	 V0 -> V1 -> P2 -> P2 -> P1 -> P0 -> P1 -> P2 -> V0 
1	 N I=8.197410E-17 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P1 -> P2 -> P1 -> P2 -> P2 -> V0 
1	 N I=7.828076E-17 	 V0 -> V1 -> P0 -> P0 -> P1 -> P1 -> P2 -> V0 
1	 N I=6.514789E-17 	 V0 -> V1 -> P2 -> P2 -> P1 -> P1 -> P2 -> P2 -> V0 
1	 N I=5.933351E-17 	 V0 -> V1 -> P1 -> P2 -> P1 -> P1 -> P2 -> V0 
1	 N I=1.984085E-17 	 V0 -> V1 -> P1 -> P1 -> P2 -> P0 -> P2 -> P1 -> V0 
1	 N I=1.597783E-17 	 V0 -> V1 -> P1 -> P1 -> P2 -> P1 -> P1 -> V0 
1	 N I=1.404194E-17 	 V0 -> V1 -> P2 -> P1 -> P0 -> P2 -> P0 -> P1 -> V0 
2	 N I=1.399373E-17 	 V0 -> V1 -> P1 -> P2 -> P0 -> P1 -> P1 -> V0 
1	 N I=1.114328E-17 	 V0 -> V1 -> P1 -> P1 -> P0 -> P2 -> P1 -> V0 
2	 N I=1.053310E-17 	 V0 -> V1 -> P0 -> P1 -> P1 -> P1 -> V0 
1	 N I=9.482987E-18 	 V0 -> V1 -> P0 -> P0 -> P2 -> P2 -> P2 -> P0 -> P2 -> V0 
1	 N I=6.611988E-18 	 V0 -> V1 -> P1 -> P2 -> P1 -> P1 -> P2 -> P2 -> P0 -> V0 
1	 N I=6.097442E-18 	 V0 -> V1 -> P1 -> P2 -> P2 -> P0 -> P2 -> P2 -> P1 -> P2 -> V0 
1	 N I=5.806913E-18 	 V0 -> V1 -> P2 -> P1 -> P1 -> P0 -> P1 -> V0 
1	 N I=3.427593E-18 	 V0 -> V1 -> P1 -> P2 -> P1 -> P1 -> P1 -> V0 
1	 N I=2.654150E-18 	 V0 -> V1 -> P1 -> P0 -> P1 -> P2 -> P1 -> V0 
1	 N I=2.573275E-18 	 V0 -> V1 -> P2 -> P1 -> P0 -> P2 -> P2 -> P1 -> P2 -> P2 -> V0 
2	 N I=1.741429E-18 	 V0 -> V1 -> P1 -> P1 -> P2 -> P2 -> P1 -> P2 -> V0 
1	 N I=6.086906E-19 	 V0 -> V1 -> P2 -> P2 -> P2 -> P1 -> P2 -> P0 -> P2 -> P2 -> P1 -> V0 
1	 N I=5.565690E-19 	 V0 -> V1 -> P0 -> P2 -> P2 -> P2 -> P2 -> P2 -> P2 -> P0 -> V0 
1	 N I=5.538426E-19 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P1 -> P2 -> P2 -> P2 -> P2 -> P0 -> V0 
1	 N I=4.202383E-19 	 V0 -> V1 -> P0 -> P2 -> P0 -> P1 -> P2 -> P2 -> V0 
1	 N I=3.325814E-19 	 V0 -> V1 -> P2 -> P2 -> P0 -> P2 -> P0 -> P2 -> P1 -> P1 -> V0 
1	 N I=3.143303E-19 	 V0 -> V1 -> P2 -> P0 -> P1 -> P2 -> P0 -> P1 -> V0 
1	 N I=2.900482E-19 	 V0 -> V1 -> P2 -> P1 -> P0 -> P1 -> P1 -> V0 
1	 N I=2.184968E-19 	 V0 -> V1 -> P0 -> P1 -> P2 -> P1 -> P1 -> V0 
1	 N I=5.856282E-20 	 V0 -> V1 -> P2 -> P2 -> P0 -> P1 -> P2 -> P1 -> P1 -> V0 
1	 N I=5.697664E-20 	 V0 -> V1 -> P2 -> P2 -> P1 -> P1 -> P2 -> P2 -> P2 -> P2 -> V0 
1	 N I=5.231720E-20 	 V0 -> V1 -> P1 -> P2 -> P2 -> P0 -> P1 -> P1 -> V0 
1	 N I=4.405358E-20 	 V0 -> V1 -> P2 -> P1 -> P2 -> P0 -> P0 -> P2 -> P1 -> P2 -> V0 
1	 N I=3.786372E-20 	 V0 -> V1 -> P2 -> P2 -> P1 -> P1 -> P1 -> P2 -> V0 
1	 N I=3.088292E-20 	 V0 -> V1 -> P1 -> P2 -> P0 -> P1 -> P1 -> P2 -> P2 -> V0 
1	 N I=9.575887E-21 	 V0 -> V1 -> P2 -> P1 -> P1 -> P1 -> P2 -> V0 
1	 N I=5.568310E-21 	 V0 -> V1 -> P1 -> P1 -> P1 -> P2 -> P2 -> V0 
1	 N I=5.419477E-21 	 V0 -> V1 -> P1 -> P1 -> P1 -> P1 -> V0 
1	 N I=2.828433E-21 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P2 -> P0 -> P1 -> P1 -> V0 
1	 N I=1.237250E-21 	 V0 -> V1 -> P0 -> P1 -> P0 -> P1 -> P1 -> P2 -> V0 
1	 N I=8.239407E-22 	 V0 -> V1 -> P0 -> P2 -> P1 -> P2 -> P1 -> P1 -> P2 -> V0 
1	 N I=7.892999E-22 	 V0 -> V1 -> P2 -> P2 -> P0 -> P2 -> P2 -> P2 -> P2 -> P2 -> P2 -> P1 -> V0 
1	 N I=3.429080E-22 	 V0 -> V1 -> P2 -> P0 -> P1 -> P1 -> P1 -> P2 -> V0 
1	 N I=2.416963E-22 	 V0 -> V1 -> P2 -> P0 -> P1 -> P2 -> P1 -> P2 -> P2 -> P0 -> V0 
1	 N I=2.297048E-22 	 V0 -> V1 -> P2 -> P0 -> P1 -> P0 -> P1 -> P2 -> P0 -> P2 -> V0 
1	 N I=1.131844E-23 	 V0 -> V1 -> P0 -> P1 -> P1 -> P2 -> P2 -> P1 -> P0 -> V0 
1	 N I=1.831296E-24 	 V0 -> V1 -> P1 -> P0 -> P2 -> P2 -> P2 -> P2 -> P2 -> P2 -> V0 
1	 N I=7.608637E-25 	 V0 -> V1 -> P1 -> P0 -> P0 -> P2 -> P1 -> P0 -> P1 -> P2 -> P2 -> V0 
1	 N I=5.006809E-25 	 V0 -> V1 -> P1 -> P2 -> P2 -> P1 -> P2 -> P2 -> P0 -> P2 -> P1 -> V0 
1	 N I=1.064959E-26 	 V0 -> V1 -> P2 -> P2 -> P2 -> P1 -> P0 -> P2 -> P2 -> P2 -> V0 
1	 N I=1.341589E-30 	 V0 -> V1 -> P0 -> P0 -> P2 -> P2 -> P2 -> P2 -> V0 
1	 N I=2.467577E-32 	 V0 -> V1 -> P0 -> P2 -> P2 -> P2 -> P2 -> P0 -> V0 
