History file written by the McStas component Union_master 
When running with MPI, the results may be from just a single thread, meaning intensities are divided by number of threads
----- Description of the used volumes -----------------------------------------------------------------------------------
V0: Surrounding vacuum 
V1: Sample  Material: Ni   P0: Ni_Incoherent P1: Ni_Phonon P2: Ni_Single_crystal
----- Histories sorted after intensity ----------------------------------------------------------------------------------
3	 N I=3.299718E-07 	 V0 -> V1 -> P1 -> P0 -> P2 -> P0 -> V0 
7	 N I=2.927252E-07 	 V0 -> V1 -> P2 -> P1 -> P2 -> P2 -> P2 -> V0 
2	 N I=2.619019E-07 	 V0 -> V1 -> P2 -> P0 -> P0 -> P2 -> P2 -> V0 
5	 N I=2.588666E-07 	 V0 -> V1 -> P2 -> P1 -> P0 -> P0 -> V0 
1	 N I=2.571991E-07 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P2 -> P2 -> P0 -> V0 
1	 N I=2.458813E-07 	 V0 -> V1 -> P2 -> P0 -> P0 -> P2 -> P0 -> V0 
12	 N I=2.434098E-07 	 V0 -> V1 -> P0 -> P1 -> P0 -> V0 
2	 N I=2.121815E-07 	 V0 -> V1 -> P1 -> P0 -> P2 -> P1 -> V0 
4	 N I=2.094213E-07 	 V0 -> V1 -> P0 -> P2 -> P1 -> P0 -> V0 
12	 N I=1.507854E-07 	 V0 -> V1 -> P2 -> P2 -> P0 -> P1 -> V0 
4	 N I=1.207723E-07 	 V0 -> V1 -> P2 -> P2 -> P0 -> P2 -> P1 -> V0 
3	 N I=8.657856E-08 	 V0 -> V1 -> P1 -> P2 -> P2 -> P0 -> P2 -> V0 
3	 N I=6.715730E-08 	 V0 -> V1 -> P2 -> P2 -> P2 -> P1 -> P2 -> V0 
11	 N I=6.324827E-08 	 V0 -> V1 -> P1 -> P0 -> P1 -> V0 
1	 N I=6.224810E-08 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P2 -> P0 -> V0 
2	 N I=4.621101E-08 	 V0 -> V1 -> P2 -> P2 -> P0 -> P0 -> P2 -> V0 
11	 N I=4.544040E-08 	 V0 -> V1 -> P1 -> P1 -> P0 -> V0 
13	 N I=4.499216E-08 	 V0 -> V1 -> P1 -> P1 -> P2 -> P2 -> V0 
3	 N I=4.001091E-08 	 V0 -> V1 -> P2 -> P2 -> P1 -> P2 -> P0 -> V0 
10	 N I=3.631950E-08 	 V0 -> V1 -> P2 -> P0 -> P1 -> P2 -> V0 
1	 N I=2.372783E-08 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P1 -> P2 -> V0 
1	 N I=1.668717E-08 	 V0 -> V1 -> P0 -> P0 -> P0 -> P2 -> V0 
1	 N I=1.455608E-08 	 V0 -> V1 -> P2 -> P2 -> P0 -> P2 -> P0 -> V0 
2	 N I=1.386362E-08 	 V0 -> V1 -> P1 -> P2 -> P2 -> P1 -> P2 -> V0 
12	 N I=1.217972E-08 	 V0 -> V1 -> P2 -> P2 -> P1 -> P1 -> V0 
5	 N I=1.179629E-08 	 V0 -> V1 -> P2 -> P0 -> P0 -> P1 -> V0 
3	 N I=1.052737E-08 	 V0 -> V1 -> P2 -> P2 -> P2 -> P1 -> P0 -> V0 
2	 N I=1.034252E-08 	 V0 -> V1 -> P1 -> P2 -> P2 -> P2 -> P0 -> V0 
4	 N I=9.730918E-09 	 V0 -> V1 -> P1 -> P2 -> P1 -> P0 -> V0 
1	 N I=9.331655E-09 	 V0 -> V1 -> P2 -> P1 -> P2 -> P0 -> P2 -> V0 
4	 N I=9.252932E-09 	 V0 -> V1 -> P2 -> P2 -> P1 -> P0 -> P2 -> V0 
2	 N I=8.077259E-09 	 V0 -> V1 -> P2 -> P2 -> P0 -> P2 -> P2 -> P2 -> V0 
1	 N I=6.145858E-09 	 V0 -> V1 -> P1 -> P2 -> P2 -> P2 -> P0 -> P2 -> V0 
1	 N I=5.941665E-09 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P0 -> P0 -> V0 
1	 N I=5.394416E-09 	 V0 -> V1 -> P0 -> P2 -> P0 -> P2 -> P0 -> V0 
2	 N I=5.173741E-09 	 V0 -> V1 -> P0 -> P2 -> P1 -> P0 -> P2 -> V0 
1	 N I=4.831971E-09 	 V0 -> V1 -> P0 -> P0 -> P2 -> P1 -> P2 -> V0 
4	 N I=4.628271E-09 	 V0 -> V1 -> P1 -> P2 -> P2 -> P2 -> P1 -> V0 
1	 N I=4.082908E-09 	 V0 -> V1 -> P2 -> P0 -> P0 -> P0 -> P2 -> V0 
1	 N I=3.695904E-09 	 V0 -> V1 -> P2 -> P0 -> P2 -> P1 -> P0 -> V0 
1	 N I=3.313410E-09 	 V0 -> V1 -> P1 -> P0 -> P2 -> P2 -> P0 -> V0 
1	 N I=3.093743E-09 	 V0 -> V1 -> P2 -> P2 -> P1 -> P2 -> P2 -> P2 -> P2 -> V0 
5	 N I=2.569360E-09 	 V0 -> V1 -> P2 -> P2 -> P2 -> P1 -> P1 -> V0 
6	 N I=2.220339E-09 	 V0 -> V1 -> P0 -> P1 -> P2 -> P0 -> V0 
1	 N I=2.193167E-09 	 V0 -> V1 -> P0 -> P2 -> P0 -> P2 -> P2 -> V0 
4	 N I=1.820896E-09 	 V0 -> V1 -> P0 -> P2 -> P2 -> P1 -> P2 -> V0 
2	 N I=1.501249E-09 	 V0 -> V1 -> P1 -> P0 -> P2 -> P0 -> P2 -> P2 -> V0 
1	 N I=1.343816E-09 	 V0 -> V1 -> P1 -> P0 -> P0 -> P2 -> P2 -> V0 
4	 N I=1.262615E-09 	 V0 -> V1 -> P2 -> P2 -> P1 -> P2 -> P1 -> V0 
1	 N I=1.251490E-09 	 V0 -> V1 -> P0 -> P0 -> P0 -> P2 -> P0 -> V0 
3	 N I=1.180646E-09 	 V0 -> V1 -> P0 -> P2 -> P1 -> P1 -> V0 
1	 N I=1.152341E-09 	 V0 -> V1 -> P1 -> P2 -> P2 -> P2 -> P2 -> P2 -> V0 
4	 N I=1.132411E-09 	 V0 -> V1 -> P2 -> P1 -> P2 -> P1 -> P2 -> V0 
1	 N I=8.974529E-10 	 V0 -> V1 -> P0 -> P2 -> P0 -> P2 -> P2 -> P2 -> P2 -> V0 
1	 N I=7.568434E-10 	 V0 -> V1 -> P2 -> P0 -> P2 -> P2 -> P2 -> P2 -> V0 
1	 N I=7.041798E-10 	 V0 -> V1 -> P0 -> P0 -> P1 -> P2 -> V0 
1	 N I=6.369913E-10 	 V0 -> V1 -> P2 -> P2 -> P2 -> P1 -> P2 -> P1 -> V0 
1	 N I=5.809923E-10 	 V0 -> V1 -> P2 -> P0 -> P0 -> P2 -> P0 -> P2 -> V0 
10	 N I=5.778729E-10 	 V0 -> V1 -> P0 -> P1 -> P1 -> V0 
1	 N I=5.552484E-10 	 V0 -> V1 -> P1 -> P0 -> P2 -> P0 -> P2 -> V0 
7	 N I=5.518619E-10 	 V0 -> V1 -> P2 -> P1 -> P1 -> P2 -> V0 
4	 N I=4.376929E-10 	 V0 -> V1 -> P0 -> P1 -> P2 -> P2 -> P2 -> V0 
2	 N I=4.341755E-10 	 V0 -> V1 -> P2 -> P0 -> P2 -> P0 -> P2 -> V0 
2	 N I=3.458496E-10 	 V0 -> V1 -> P0 -> P1 -> P2 -> P0 -> P2 -> V0 
2	 N I=3.314952E-10 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P0 -> P2 -> P2 -> V0 
1	 N I=3.062896E-10 	 V0 -> V1 -> P2 -> P0 -> P2 -> P2 -> P0 -> P0 -> V0 
2	 N I=2.706782E-10 	 V0 -> V1 -> P1 -> P1 -> P0 -> P2 -> V0 
1	 N I=2.675049E-10 	 V0 -> V1 -> P1 -> P2 -> P0 -> P2 -> P2 -> P2 -> V0 
1	 N I=2.532036E-10 	 V0 -> V1 -> P2 -> P2 -> P0 -> P2 -> P2 -> P0 -> V0 
1	 N I=2.382608E-10 	 V0 -> V1 -> P1 -> P2 -> P2 -> P1 -> P0 -> V0 
5	 N I=2.318691E-10 	 V0 -> V1 -> P2 -> P1 -> P2 -> P2 -> P0 -> V0 
2	 N I=2.156139E-10 	 V0 -> V1 -> P2 -> P2 -> P1 -> P2 -> P2 -> P0 -> V0 
3	 N I=2.034991E-10 	 V0 -> V1 -> P2 -> P2 -> P2 -> P0 -> P1 -> V0 
3	 N I=1.910535E-10 	 V0 -> V1 -> P1 -> P2 -> P0 -> P1 -> V0 
2	 N I=1.894065E-10 	 V0 -> V1 -> P0 -> P0 -> P1 -> P0 -> V0 
1	 N I=1.852323E-10 	 V0 -> V1 -> P0 -> P1 -> P0 -> P2 -> V0 
1	 N I=1.681758E-10 	 V0 -> V1 -> P1 -> P0 -> P0 -> P2 -> P2 -> P2 -> V0 
1	 N I=1.574055E-10 	 V0 -> V1 -> P1 -> P0 -> P2 -> P2 -> P2 -> P0 -> V0 
1	 N I=1.546892E-10 	 V0 -> V1 -> P0 -> P2 -> P2 -> P2 -> P0 -> P2 -> P0 -> V0 
1	 N I=1.500547E-10 	 V0 -> V1 -> P0 -> P1 -> P0 -> P0 -> V0 
3	 N I=1.454305E-10 	 V0 -> V1 -> P2 -> P0 -> P2 -> P2 -> P1 -> V0 
2	 N I=1.437281E-10 	 V0 -> V1 -> P0 -> P2 -> P2 -> P2 -> P1 -> V0 
5	 N I=1.429440E-10 	 V0 -> V1 -> P1 -> P1 -> P2 -> P0 -> V0 
6	 N I=1.378568E-10 	 V0 -> V1 -> P0 -> P1 -> P2 -> P1 -> V0 
2	 N I=1.322970E-10 	 V0 -> V1 -> P0 -> P2 -> P0 -> P1 -> V0 
1	 N I=1.152044E-10 	 V0 -> V1 -> P0 -> P2 -> P2 -> P2 -> P0 -> P0 -> V0 
1	 N I=1.081652E-10 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P0 -> P2 -> P1 -> V0 
2	 N I=1.034903E-10 	 V0 -> V1 -> P2 -> P1 -> P2 -> P1 -> P0 -> V0 
2	 N I=1.025610E-10 	 V0 -> V1 -> P0 -> P0 -> P2 -> P1 -> P2 -> P2 -> V0 
1	 N I=6.574216E-11 	 V0 -> V1 -> P0 -> P2 -> P1 -> P2 -> P2 -> V0 
1	 N I=5.215687E-11 	 V0 -> V1 -> P2 -> P2 -> P1 -> P0 -> P0 -> P2 -> V0 
2	 N I=5.137361E-11 	 V0 -> V1 -> P1 -> P0 -> P0 -> P1 -> V0 
1	 N I=4.926464E-11 	 V0 -> V1 -> P1 -> P2 -> P1 -> P0 -> P0 -> V0 
2	 N I=4.888571E-11 	 V0 -> V1 -> P2 -> P2 -> P1 -> P0 -> P2 -> P2 -> V0 
3	 N I=4.765538E-11 	 V0 -> V1 -> P0 -> P2 -> P0 -> P1 -> P2 -> V0 
1	 N I=4.610694E-11 	 V0 -> V1 -> P2 -> P2 -> P0 -> P1 -> P2 -> V0 
1	 N I=3.849563E-11 	 V0 -> V1 -> P2 -> P1 -> P2 -> P0 -> P0 -> V0 
1	 N I=3.286131E-11 	 V0 -> V1 -> P2 -> P2 -> P2 -> P1 -> P0 -> P0 -> V0 
1	 N I=2.965709E-11 	 V0 -> V1 -> P1 -> P2 -> P1 -> P2 -> P0 -> V0 
1	 N I=2.901504E-11 	 V0 -> V1 -> P0 -> P2 -> P2 -> P1 -> P2 -> P2 -> V0 
1	 N I=2.276000E-11 	 V0 -> V1 -> P1 -> P2 -> P2 -> P2 -> P2 -> P2 -> P2 -> V0 
1	 N I=2.172766E-11 	 V0 -> V1 -> P0 -> P2 -> P1 -> P2 -> P0 -> V0 
1	 N I=2.150234E-11 	 V0 -> V1 -> P2 -> P0 -> P0 -> P1 -> P2 -> V0 
1	 N I=2.066374E-11 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P2 -> P2 -> P1 -> V0 
1	 N I=1.915865E-11 	 V0 -> V1 -> P2 -> P0 -> P1 -> P2 -> P0 -> V0 
1	 N I=1.912176E-11 	 V0 -> V1 -> P2 -> P0 -> P0 -> P1 -> P0 -> V0 
2	 N I=1.859281E-11 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P0 -> P1 -> V0 
1	 N I=1.736089E-11 	 V0 -> V1 -> P0 -> P2 -> P2 -> P0 -> P0 -> V0 
2	 N I=1.635450E-11 	 V0 -> V1 -> P2 -> P2 -> P2 -> P1 -> P2 -> P2 -> V0 
2	 N I=1.568829E-11 	 V0 -> V1 -> P1 -> P0 -> P2 -> P2 -> P1 -> V0 
1	 N I=1.541230E-11 	 V0 -> V1 -> P1 -> P2 -> P1 -> P2 -> P1 -> V0 
10	 N I=1.465366E-11 	 V0 -> V1 -> P1 -> P1 -> P1 -> V0 
1	 N I=1.363686E-11 	 V0 -> V1 -> P0 -> P0 -> P1 -> P2 -> P2 -> V0 
1	 N I=1.200902E-11 	 V0 -> V1 -> P2 -> P1 -> P2 -> P0 -> P2 -> P1 -> V0 
1	 N I=1.117640E-11 	 V0 -> V1 -> P1 -> P2 -> P2 -> P0 -> P0 -> P2 -> V0 
1	 N I=1.036721E-11 	 V0 -> V1 -> P1 -> P2 -> P2 -> P2 -> P2 -> P1 -> V0 
2	 N I=1.027501E-11 	 V0 -> V1 -> P2 -> P1 -> P0 -> P1 -> V0 
3	 N I=1.015092E-11 	 V0 -> V1 -> P1 -> P1 -> P2 -> P1 -> V0 
1	 N I=8.755891E-12 	 V0 -> V1 -> P1 -> P2 -> P2 -> P2 -> P2 -> P0 -> V0 
1	 N I=8.199865E-12 	 V0 -> V1 -> P1 -> P2 -> P2 -> P0 -> P2 -> P2 -> P0 -> V0 
2	 N I=7.743778E-12 	 V0 -> V1 -> P2 -> P1 -> P1 -> P2 -> P2 -> V0 
1	 N I=6.408282E-12 	 V0 -> V1 -> P0 -> P2 -> P0 -> P2 -> P2 -> P0 -> V0 
2	 N I=5.042395E-12 	 V0 -> V1 -> P2 -> P2 -> P2 -> P0 -> P0 -> P1 -> V0 
1	 N I=4.172219E-12 	 V0 -> V1 -> P0 -> P1 -> P2 -> P0 -> P0 -> V0 
1	 N I=2.856519E-12 	 V0 -> V1 -> P1 -> P0 -> P0 -> P2 -> P0 -> P2 -> V0 
1	 N I=2.850252E-12 	 V0 -> V1 -> P1 -> P2 -> P2 -> P1 -> P2 -> P1 -> V0 
1	 N I=2.502583E-12 	 V0 -> V1 -> P0 -> P0 -> P0 -> P1 -> V0 
1	 N I=1.985002E-12 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P2 -> P1 -> V0 
2	 N I=1.682365E-12 	 V0 -> V1 -> P1 -> P2 -> P0 -> P0 -> P1 -> V0 
1	 N I=1.470987E-12 	 V0 -> V1 -> P2 -> P2 -> P0 -> P1 -> P0 -> V0 
1	 N I=9.626977E-13 	 V0 -> V1 -> P1 -> P0 -> P2 -> P2 -> P1 -> P2 -> V0 
1	 N I=9.307378E-13 	 V0 -> V1 -> P2 -> P2 -> P0 -> P1 -> P2 -> P1 -> V0 
2	 N I=8.705005E-13 	 V0 -> V1 -> P0 -> P1 -> P0 -> P1 -> V0 
1	 N I=8.354677E-13 	 V0 -> V1 -> P0 -> P1 -> P0 -> P0 -> P2 -> V0 
1	 N I=7.752851E-13 	 V0 -> V1 -> P0 -> P1 -> P2 -> P2 -> P2 -> P2 -> V0 
2	 N I=7.579137E-13 	 V0 -> V1 -> P1 -> P2 -> P1 -> P1 -> V0 
1	 N I=6.851600E-13 	 V0 -> V1 -> P1 -> P0 -> P1 -> P2 -> V0 
1	 N I=6.816162E-13 	 V0 -> V1 -> P1 -> P2 -> P2 -> P0 -> P1 -> V0 
2	 N I=6.608658E-13 	 V0 -> V1 -> P2 -> P2 -> P1 -> P1 -> P2 -> V0 
2	 N I=5.861002E-13 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P2 -> P1 -> P2 -> V0 
2	 N I=3.622799E-13 	 V0 -> V1 -> P2 -> P1 -> P1 -> P0 -> V0 
1	 N I=3.384031E-13 	 V0 -> V1 -> P0 -> P0 -> P1 -> P1 -> V0 
1	 N I=3.260749E-13 	 V0 -> V1 -> P1 -> P2 -> P2 -> P2 -> P1 -> P2 -> V0 
4	 N I=3.092708E-13 	 V0 -> V1 -> P2 -> P0 -> P1 -> P1 -> V0 
6	 N I=2.856600E-13 	 V0 -> V1 -> P2 -> P1 -> P1 -> P1 -> V0 
1	 N I=2.716970E-13 	 V0 -> V1 -> P0 -> P2 -> P2 -> P1 -> P2 -> P0 -> P2 -> P2 -> V0 
1	 N I=2.418620E-13 	 V0 -> V1 -> P1 -> P2 -> P0 -> P2 -> P0 -> V0 
1	 N I=2.170209E-13 	 V0 -> V1 -> P0 -> P2 -> P2 -> P1 -> P0 -> P2 -> V0 
1	 N I=2.039293E-13 	 V0 -> V1 -> P2 -> P0 -> P1 -> P2 -> P2 -> V0 
1	 N I=1.824454E-13 	 V0 -> V1 -> P2 -> P0 -> P2 -> P1 -> P1 -> V0 
1	 N I=1.590340E-13 	 V0 -> V1 -> P2 -> P2 -> P2 -> P2 -> P2 -> P0 -> P2 -> P1 -> V0 
1	 N I=1.530105E-13 	 V0 -> V1 -> P2 -> P2 -> P2 -> P0 -> P0 -> P0 -> P0 -> P2 -> V0 
1	 N I=1.451665E-13 	 V0 -> V1 -> P2 -> P0 -> P2 -> P2 -> P0 -> P2 -> P1 -> V0 
1	 N I=9.227550E-14 	 V0 -> V1 -> P0 -> P0 -> P0 -> P2 -> P1 -> P2 -> V0 
1	 N I=7.263675E-14 	 V0 -> V1 -> P2 -> P2 -> P0 -> P0 -> P2 -> P2 -> P2 -> V0 
1	 N I=6.813157E-14 	 V0 -> V1 -> P1 -> P2 -> P2 -> P2 -> P0 -> P1 -> V0 
1	 N I=6.749977E-14 	 V0 -> V1 -> P1 -> P1 -> P0 -> P2 -> P2 -> V0 
1	 N I=6.517902E-14 	 V0 -> V1 -> P2 -> P2 -> P1 -> P2 -> P1 -> P2 -> P0 -> V0 
5	 N I=6.341410E-14 	 V0 -> V1 -> P2 -> P1 -> P2 -> P2 -> P1 -> V0 
2	 N I=6.261074E-14 	 V0 -> V1 -> P0 -> P1 -> P0 -> P2 -> P2 -> P2 -> V0 
2	 N I=6.253681E-14 	 V0 -> V1 -> P1 -> P2 -> P2 -> P1 -> P1 -> V0 
2	 N I=5.672757E-14 	 V0 -> V1 -> P0 -> P2 -> P2 -> P2 -> P0 -> P1 -> V0 
1	 N I=5.268327E-14 	 V0 -> V1 -> P0 -> P2 -> P2 -> P0 -> P0 -> P0 -> V0 
