# Instrument-source: 'Airport_scannerII.instr'
# Date: Fri Oct 11 09 35 2024
# Ncount: 1000000
# Numpoints: 25
# Param: posX = -0.6
# type: multiarray_1d(25)
# title: Scan of posX
# xlabel: 'posX'
# ylabel: 'Intensity'
# xvars: posX
# yvars: (psd0_I,psd0_ERR) (emon_I,emon_ERR) (psd2_I,psd2_ERR) (psd_far_I,psd_far_ERR)
# xlimits: -0.6 0
# filename: mccode.dat
# variables: posX psd0_I psd0_ERR emon_I emon_ERR psd2_I psd2_ERR psd_far_I psd_far_ERR
-0.6 1 0.001 1 0.001 0.997783 0.000998891 0.040004 0.00020001
-0.575 1 0.001 1 0.001 0.997125 0.00099846 0.039992 0.00019998
-0.55 1 0.001 1 0.001 0.984031 0.000990884 0.040003 0.000200007
-0.525 1 0.001 1 0.001 0.966272 0.000980785 0.040005 0.000200012
-0.5 1 0.001 1 0.001 0.948009 0.000969853 0.040003 0.000200007
-0.475 1 0.001 1 0.001 0.927138 0.000957682 0.040011 0.000200027
-0.45 1 0.001 1 0.001 0.905043 0.000944954 0.039998 0.000199995
-0.425 1 0.001 1 0.001 0.881583 0.000930933 0.0399834 0.000199941
-0.4 1 0.001 1 0.001 0.862347 0.000918873 0.0347888 0.000185211
-0.375 1 0.001 1 0.001 0.845834 0.000908397 0.0277705 0.000163879
-0.35 1 0.001 1 0.001 0.829861 0.000898256 0.0208323 0.000138639
-0.325 1 0.001 1 0.001 0.817811 0.000890416 0.0194663 0.000133862
-0.3 1 0.001 1 0.001 0.812264 0.000886869 0.0184984 0.000130599
-0.275 1 0.001 1 0.001 0.809575 0.000885198 0.0165469 0.000122358
-0.25 1 0.001 1 0.001 0.809135 0.000884934 0.0148101 0.000112445
-0.225 1 0.001 1 0.001 0.809453 0.000885095 0.0145315 0.000108148
-0.2 1 0.001 1 0.001 0.811006 0.000886265 0.0159872 0.00011427
-0.175 1 0.001 1 0.001 0.825442 0.000895509 0.0184494 0.000126125
-0.15 1 0.001 1 0.001 0.843304 0.000906677 0.0232087 0.00014605
-0.125 1 0.001 1 0.001 0.862387 0.000918871 0.0296638 0.000169278
-0.1 1 0.001 1 0.001 0.883313 0.000931552 0.0356078 0.000187626
-0.075 1 0.001 1 0.001 0.906367 0.000944947 0.0393243 0.000198191
-0.05 1 0.001 1 0.001 0.929604 0.000958511 0.039999 0.000199997
-0.025 1 0.001 1 0.001 0.949264 0.000970291 0.039993 0.000199982
0.0 1 0.001 1 0.001 0.967619 0.000981338 0.040005 0.000200012
